id,syllable,words,complexword,nounPhraseCount,JJ,RB,VB,NN,complexity,Class_Label
12396,18,11,3,1,1,0,2,3,62.816,Plain_English
12397,19,13,3,1,0,0,1,5,76.591,Fairly_Easy
12398,6,4,1,1,1,0,0,1,77.905,Fairly_Easy
12399,21,17,1,2,0,3,4,3,93.702,Very_Easy
12400,20,12,2,2,2,0,1,4,59.745,Very_Easy
12401,38,27,3,1,2,3,3,6,74.066,Fairly_Easy
12402,39,21,4,2,2,1,5,5,39.063,Dificult
12403,31,20,4,2,3,1,5,2,65.555,Plain_English
12404,24,14,3,0,0,2,4,2,54.701,Fairly_difficult
12405,10,9,0,1,0,1,3,1,108.268,Very_Easy
12406,42,30,3,1,2,3,6,6,73.17,Fairly_Easy
12407,43,30,3,3,2,3,7,6,70.35,Fairly_Easy
12408,38,26,4,2,0,0,5,8,69.994,Very_Easy
12409,10,9,0,1,1,1,2,0,108.268,Very_Easy
12410,8,8,0,0,0,1,2,1,118.175,Very_Easy
12411,23,17,2,2,1,1,3,5,83.749,Easy
12412,20,14,2,1,0,2,5,2,78.873,Fairly_Easy
12413,23,21,0,2,0,0,7,4,103.52,Very_Easy
12414,39,26,4,2,1,0,5,6,66.74,Plain_English
12415,29,24,0,1,2,3,7,2,92.43,Very_Easy
12416,20,13,2,2,1,0,1,5,70.084,Fairly_Easy
12417,43,28,4,3,1,3,2,8,62.704,Plain_English
12418,10,9,0,0,0,0,2,2,108.268,Very_Easy
12419,41,30,4,0,4,3,5,7,75.99,Fairly_Easy
12420,52,41,2,0,1,4,9,6,78.73,Fairly_Easy
12421,37,20,5,4,1,0,2,8,40.175,Dificult
12422,28,19,2,2,4,0,2,5,72.519,Fairly_Easy
12423,24,18,1,2,2,1,4,4,84.9,Easy
12424,26,19,2,5,4,0,1,6,81.424,Easy
12425,12,7,2,0,0,0,2,1,58.254,Fairly_difficult
12426,16,11,2,0,1,0,3,2,78.198,Fairly_Easy
12427,16,11,1,1,0,0,3,2,78.198,Fairly_Easy
12428,43,29,4,2,4,1,3,8,66.676,Plain_English
12429,64,49,5,2,0,2,14,10,71.47,Fairly_Easy
12430,13,10,1,1,0,1,3,3,91.78,Very_Easy
12431,58,40,5,0,0,2,7,9,63.865,Plain_English
12432,17,13,1,2,1,0,4,3,89.607,Very_Easy
12433,21,18,0,2,2,1,4,4,99,Very_Easy
12434,30,17,4,2,1,1,2,6,48.913,Dificult
12435,11,10,0,0,0,0,3,2,108.7,Very_Easy
12436,9,7,1,1,1,2,1,1,94.511,Very_Easy
12437,6,5,0,0,0,0,2,1,102.778,Very_Easy
12438,8,6,0,0,0,0,1,1,90.99,Very_Easy
12439,43,29,3,2,2,1,9,10,66.676,Plain_English
12440,42,24,5,4,1,0,3,12,46.605,Dificult
12441,28,17,3,2,1,2,4,5,58.866,Fairly_difficult
12442,17,13,1,1,1,2,4,3,89.607,Very_Easy
12443,52,35,4,4,1,0,6,14,63.381,Plain_English
12444,21,13,2,1,1,0,4,4,63.576,Plain_English
12445,9,7,0,1,0,1,2,3,94.511,Very_Easy
12446,39,26,3,3,1,2,8,10,66.74,Plain_English
12447,45,30,2,2,3,0,6,8,64.71,Plain_English
12448,43,26,4,2,1,2,3,9,53.725,Fairly_difficult
12449,27,18,2,2,1,0,4,8,70.8,Fairly_Easy
12450,44,35,2,5,0,1,6,15,82.718,Easy
12451,27,17,2,2,2,0,2,7,63.843,Plain_English
12452,20,18,0,2,0,0,3,8,103.7,Very_Easy
12453,19,11,2,1,0,2,2,4,55.125,Fairly_difficult
12454,20,15,1,1,0,0,2,6,86.423,Easy
12455,55,36,5,4,3,0,8,12,59.315,Very_Easy
12456,26,21,0,2,2,0,4,6,91.435,Very_Easy
12457,15,11,0,1,0,0,4,3,85.889,Easy
12458,33,26,3,1,1,1,3,6,86.263,Easy
12459,17,14,0,1,0,1,2,4,97.001,Very_Easy
12460,17,16,0,3,0,3,4,2,108.828,Very_Easy
12461,29,22,1,1,1,4,3,6,84.152,Easy
12462,23,17,1,0,0,0,5,3,83.749,Easy
12463,39,24,4,1,0,1,5,8,57.18,Fairly_difficult
12464,25,17,2,2,5,0,1,5,73.796,Fairly_Easy
12465,33,22,4,2,0,1,5,7,68.77,Plain_English
12466,41,22,5,1,1,1,4,8,38.006,Dificult
12467,16,10,2,0,0,0,3,3,66.4,Plain_English
12468,35,22,2,2,1,0,3,9,61.079,Plain_English
12469,30,20,3,3,1,0,2,9,69.785,Very_Easy
12470,12,8,2,0,0,1,1,2,75.875,Fairly_Easy
12471,12,9,1,0,1,1,2,1,89.468,Very_Easy
12472,16,12,1,0,0,2,4,1,87.945,Easy
12473,25,18,1,1,3,2,3,2,80.2,Easy
12474,10,9,0,0,1,0,4,1,108.268,Very_Easy
12475,8,6,0,1,1,0,2,2,90.99,Very_Easy
12476,48,30,6,5,3,0,3,17,56.25,Fairly_difficult
12477,34,26,1,3,1,0,3,10,83.009,Easy
12478,27,19,2,4,0,1,2,10,76.971,Fairly_Easy
12479,19,12,2,2,1,0,1,5,66.795,Plain_English
12480,34,23,2,2,0,0,3,8,70.102,Fairly_Easy
12481,27,21,1,3,2,0,1,10,87.406,Easy
12482,44,28,4,4,0,2,1,15,59.682,Very_Easy
12483,21,13,3,2,1,0,1,6,63.576,Plain_English
12484,46,29,5,3,2,2,4,11,57.924,Fairly_difficult
12485,29,17,5,2,2,1,2,5,53.89,Fairly_difficult
12486,15,11,1,2,0,0,1,6,85.889,Easy
12487,46,31,2,4,2,0,4,19,65.567,Plain_English
12488,37,23,3,2,2,0,6,6,59.067,Very_Easy
12489,33,23,2,4,2,2,4,9,73.78,Fairly_Easy
12490,30,21,2,4,2,1,3,6,75.32,Fairly_Easy
12491,7,6,0,0,0,2,1,0,105.09,Very_Easy
12492,16,15,0,0,0,1,3,4,108.983,Very_Easy
12493,36,22,4,3,1,0,3,13,57.234,Fairly_difficult
12494,42,26,2,3,1,1,4,11,56.978,Fairly_difficult
12495,37,25,2,4,1,1,2,14,68.94,Plain_English
12496,51,33,5,7,4,0,3,13,59.342,Very_Easy
12497,37,29,1,1,3,2,6,7,84.18,Easy
12498,26,21,1,1,1,3,3,4,91.435,Very_Easy
12499,52,35,3,5,4,4,5,10,63.381,Plain_English
12500,18,12,1,2,1,2,2,4,73.845,Fairly_Easy
12501,10,7,0,1,0,2,1,2,82.425,Easy
12502,12,8,1,0,0,2,2,2,75.875,Fairly_Easy
12503,19,16,1,3,2,0,4,4,98.253,Very_Easy
12504,48,29,4,3,2,1,6,10,52.09,Fairly_difficult
12505,18,15,1,2,1,2,3,4,97.703,Very_Easy
12506,38,27,2,4,1,0,3,12,74.066,Fairly_Easy
12507,45,25,7,3,3,2,3,8,41.868,Dificult
12508,35,27,2,3,2,2,5,6,83.466,Easy
12509,13,9,1,0,1,1,1,3,80.068,Easy
12510,14,11,0,0,1,2,2,0,93.58,Very_Easy
12511,27,19,2,0,1,0,6,5,76.971,Fairly_Easy
12512,23,18,1,0,1,1,7,1,89.6,Very_Easy
12513,21,17,1,1,1,0,4,4,93.702,Very_Easy
12514,4,2,1,0,0,0,1,1,36.62,Dificult
12515,33,26,0,3,3,1,4,10,86.263,Easy
12516,26,20,2,2,0,0,2,7,86.705,Easy
12517,30,25,0,3,1,3,2,8,92.628,Very_Easy
12518,37,27,3,4,3,0,4,8,77.199,Fairly_Easy
12519,28,23,0,2,2,0,4,7,92.171,Very_Easy
12520,25,17,2,2,0,1,4,7,73.796,Fairly_Easy
12521,24,21,0,3,0,0,1,9,99.492,Very_Easy
12522,42,32,3,2,2,1,3,12,79.558,Very_Easy
12523,42,32,2,3,3,3,3,11,79.558,Very_Easy
12524,28,20,2,3,2,0,3,6,78.245,Fairly_Easy
12525,39,25,2,4,6,0,3,11,62.172,Plain_English
12526,40,27,2,4,5,0,2,10,67.799,Plain_English
12527,37,25,2,3,0,1,2,13,68.94,Plain_English
12528,18,13,1,1,4,0,2,5,83.099,Easy
12529,15,13,0,1,2,0,1,6,102.622,Very_Easy
12530,39,27,1,4,3,3,2,13,70.933,Fairly_Easy
12531,24,19,0,3,4,0,1,7,90.329,Very_Easy
12532,45,28,3,4,3,0,2,15,56.661,Fairly_difficult
12533,26,15,3,2,0,0,2,8,52.583,Fairly_difficult
12534,30,19,2,3,0,0,4,8,63.614,Plain_English
12535,39,21,5,3,1,0,2,15,39.063,Dificult
12536,30,20,2,3,2,0,5,9,69.785,Very_Easy
12537,24,19,0,3,1,0,4,7,90.329,Very_Easy
12538,29,22,1,1,1,1,4,8,84.152,Easy
12539,25,14,3,1,1,0,3,5,48.659,Dificult
12540,35,29,0,5,1,1,1,14,90.014,Very_Easy
12541,27,17,3,3,3,2,2,6,63.843,Plain_English
12542,54,37,5,6,4,3,6,10,64.587,Plain_English
12543,25,17,2,3,2,0,3,5,73.796,Fairly_Easy
12544,34,22,1,2,1,1,2,10,64.925,Plain_English
12545,39,26,3,1,0,0,4,11,66.74,Plain_English
12546,36,26,3,3,1,0,5,9,76.502,Fairly_Easy
12547,21,16,0,0,0,0,5,4,87.678,Easy
12548,16,11,0,0,0,1,3,3,78.198,Fairly_Easy
12549,25,19,1,0,1,1,4,5,85.877,Easy
12550,42,31,1,3,2,0,6,13,76.483,Fairly_Easy
12551,25,21,1,2,1,1,4,5,95.463,Very_Easy
12552,31,19,3,2,0,2,5,6,59.161,Very_Easy
12553,31,21,2,3,0,0,3,9,71.292,Fairly_Easy
12554,23,16,2,3,1,0,4,6,77.103,Fairly_Easy
12555,26,18,2,1,3,1,4,2,75.5,Fairly_Easy
12556,50,37,3,4,5,0,3,14,73.733,Fairly_Easy
12557,39,25,4,1,1,3,5,5,62.172,Plain_English
12558,33,26,3,2,1,2,6,5,86.263,Easy
12559,20,16,0,1,0,8,1,7,92.965,Very_Easy
12560,19,12,1,1,0,1,1,6,66.795,Plain_English
12561,37,24,5,1,0,1,6,7,64.23,Plain_English
12562,28,22,3,1,2,0,7,0,87.997,Easy
12563,15,11,1,1,0,0,2,3,85.889,Easy
12564,24,18,1,1,0,0,1,9,84.9,Easy
12565,33,24,2,2,1,1,4,8,78.33,Fairly_Easy
12566,20,17,1,0,0,0,6,3,98.678,Very_Easy
12567,45,27,6,3,2,0,7,11,52.133,Fairly_difficult
12568,25,17,1,0,0,5,5,3,73.796,Fairly_Easy
12569,28,18,3,2,2,0,4,6,66.1,Plain_English
12570,31,17,5,2,2,2,3,6,43.937,Dificult
12571,31,16,5,3,2,0,3,7,34.803,Dificult
12572,45,27,6,0,1,1,4,10,52.133,Fairly_difficult
12573,31,25,1,2,1,1,4,7,89.244,Very_Easy
12574,33,23,2,4,2,0,6,8,73.78,Fairly_Easy
12575,31,17,5,2,2,0,5,4,43.937,Dificult
12576,59,38,5,5,4,5,8,13,56.197,Fairly_difficult
12577,29,17,4,2,1,0,3,6,53.89,Fairly_difficult
12578,21,13,2,0,0,0,4,3,63.576,Plain_English
12579,31,27,0,0,1,2,6,5,95.999,Very_Easy
12580,28,18,1,2,2,2,3,6,66.1,Plain_English
12581,54,35,5,3,1,0,8,11,58.547,Fairly_difficult
12582,49,27,7,2,2,1,6,8,39.599,Dificult
12583,30,20,3,1,3,0,4,2,69.785,Very_Easy
12584,37,23,4,3,1,1,4,10,59.067,Very_Easy
12585,34,24,3,3,4,0,3,8,74.805,Fairly_Easy
12586,32,26,1,4,3,0,2,11,89.517,Very_Easy
12587,16,11,1,1,2,0,2,5,78.198,Fairly_Easy
12588,40,27,4,4,3,0,2,11,67.799,Plain_English
12589,24,16,3,2,1,2,4,3,71.815,Fairly_Easy
12590,50,29,6,5,4,1,3,11,46.255,Dificult
12591,53,35,5,4,4,2,8,10,60.964,Plain_English
12592,36,27,1,5,1,0,3,17,80.333,Easy
12593,45,26,5,5,2,1,2,11,47.217,Dificult
12594,21,19,0,1,1,1,4,4,103.687,Very_Easy
12595,29,21,0,3,0,0,2,12,79.349,Very_Easy
12596,52,32,6,4,3,3,4,9,53.12,Fairly_difficult
12597,36,28,1,2,2,2,5,6,83.854,Easy
12598,35,23,3,3,0,0,5,10,66.423,Plain_English
12599,8,7,0,1,0,0,2,3,106.597,Very_Easy
12600,51,36,5,5,1,2,6,10,68.715,Plain_English
12601,41,28,2,3,2,2,5,9,68.746,Plain_English
12602,51,34,4,4,2,1,3,14,62.68,Plain_English
12603,32,19,4,1,1,1,5,6,54.708,Fairly_difficult
12604,42,24,5,4,1,0,3,13,46.605,Dificult
12605,36,20,5,2,1,1,4,8,44.405,Dificult
12606,18,14,1,0,1,1,3,2,90.959,Very_Easy
12607,31,25,1,0,0,0,5,10,89.244,Very_Easy
12608,71,41,7,3,3,1,5,15,39.525,Dificult
12609,43,26,3,3,4,0,5,11,53.725,Fairly_difficult
12610,25,16,2,3,1,0,3,6,66.528,Plain_English
12611,27,19,2,1,1,0,6,4,76.971,Fairly_Easy
12612,30,19,3,2,1,0,1,9,63.614,Plain_English
12613,14,9,1,1,0,1,2,3,70.668,Fairly_Easy
12614,21,15,2,1,1,1,5,2,80.783,Easy
12615,51,34,5,2,3,2,8,8,62.68,Plain_English
12616,55,33,6,2,5,0,5,8,49.088,Very_Easy
12617,18,13,0,2,0,0,2,8,83.099,Easy
12618,19,12,1,2,3,1,2,3,66.795,Plain_English
12619,29,23,2,2,2,0,3,8,88.493,Easy
12620,24,17,1,2,2,2,2,6,78.772,Fairly_Easy
12621,30,21,1,4,1,0,1,12,75.32,Fairly_Easy
12622,11,7,1,1,0,0,2,4,70.34,Fairly_Easy
12623,25,15,3,2,1,0,2,8,58.223,Fairly_difficult
12624,23,13,2,2,0,0,3,5,50.561,Fairly_difficult
12625,44,29,3,4,0,0,4,17,63.759,Plain_English
12626,43,26,5,1,0,1,5,11,53.725,Fairly_difficult
12627,32,21,3,1,2,0,4,6,67.263,Plain_English
12628,17,12,1,1,0,0,2,5,80.895,Easy
12629,32,22,2,2,1,0,7,5,72.615,Fairly_Easy
12630,37,24,4,1,1,1,6,6,64.23,Plain_English
12631,18,12,2,0,0,0,3,3,73.845,Fairly_Easy
12632,23,13,3,1,0,0,3,7,50.561,Fairly_difficult
12633,29,22,2,1,1,2,5,4,84.152,Easy
12634,36,23,5,1,0,0,5,7,62.745,Plain_English
12635,27,21,1,4,3,1,2,6,87.406,Easy
12636,21,14,1,2,2,0,3,4,72.83,Fairly_Easy
12637,32,19,5,1,1,0,3,6,54.708,Fairly_difficult
12638,47,30,5,2,3,0,4,11,59.07,Very_Easy
12639,37,26,3,3,1,0,5,9,73.248,Fairly_Easy
12640,17,9,3,0,0,1,2,3,42.468,Dificult
12641,15,10,1,1,1,0,3,3,74.86,Fairly_Easy
12642,13,10,0,0,0,1,3,1,91.78,Very_Easy
12643,46,34,2,4,3,1,6,9,75.121,Fairly_Easy
12644,47,29,6,5,5,0,1,13,55.007,Fairly_difficult
12645,10,5,1,0,0,1,1,2,35.098,Dificult
12646,33,20,4,2,1,2,3,8,57.095,Fairly_difficult
12647,33,21,2,0,1,2,3,5,63.235,Plain_English
12648,38,24,4,2,2,1,3,8,60.705,Plain_English
12649,52,33,6,4,2,0,4,16,56.778,Fairly_difficult
12650,11,8,0,0,0,0,1,3,86.45,Easy
12651,28,17,3,3,2,1,3,5,58.866,Fairly_difficult
12652,26,17,2,3,2,1,4,6,68.819,Plain_English
12653,31,21,3,1,1,2,3,7,71.292,Fairly_Easy
12654,21,14,1,0,0,2,3,2,72.83,Fairly_Easy
12655,14,10,1,2,0,0,2,3,83.32,Easy
12656,54,36,5,5,4,0,3,17,61.665,Plain_English
12657,45,31,2,6,1,0,3,18,68.296,Plain_English
12658,36,28,1,3,2,0,5,10,83.854,Easy
12659,15,10,0,1,0,0,2,5,74.86,Fairly_Easy
12660,30,20,3,2,1,0,4,7,69.785,Very_Easy
12661,32,18,4,2,4,1,3,6,47.3,Dificult
12662,27,17,1,2,2,1,3,5,63.843,Plain_English
12663,34,24,2,3,1,1,3,10,74.805,Fairly_Easy
12664,44,23,7,4,0,0,4,13,33.319,Dificult
12665,41,30,4,4,2,0,6,8,75.99,Fairly_Easy
12666,46,24,6,5,2,4,2,14,32.505,Dificult
12667,43,31,1,3,1,0,6,15,73.754,Fairly_Easy
12668,25,17,2,2,1,0,2,7,73.796,Fairly_Easy
12669,29,21,2,1,1,0,4,6,79.349,Very_Easy
12670,31,25,1,2,1,4,9,1,89.244,Very_Easy
12671,41,25,3,3,5,2,2,8,55.404,Fairly_difficult
12672,44,33,2,4,1,1,3,12,77.288,Fairly_Easy
12673,31,28,0,1,1,1,6,4,98.961,Very_Easy
12674,28,24,2,0,2,2,6,2,95.955,Very_Easy
12675,21,14,1,1,1,1,2,5,72.83,Fairly_Easy
12676,21,16,0,1,0,0,3,7,87.678,Easy
12677,36,24,2,4,4,0,2,10,67.755,Plain_English
12678,21,12,3,2,0,0,1,6,52.695,Fairly_difficult
12679,24,14,2,1,0,1,2,6,54.701,Fairly_difficult
12680,35,26,1,3,1,0,4,15,79.755,Very_Easy
12681,25,17,0,4,0,4,2,12,73.796,Fairly_Easy
12682,8,6,0,1,0,4,1,2,90.99,Very_Easy
12683,14,10,0,3,1,4,1,6,83.32,Easy
12684,7,3,1,1,1,0,0,1,7.913,very_difficult
12685,27,19,1,3,2,8,1,9,76.971,Fairly_Easy
12686,43,26,4,5,1,4,2,16,53.725,Fairly_difficult
12687,15,13,0,2,1,5,2,4,102.622,Very_Easy
12688,12,5,3,1,0,0,1,3,1.258,very_difficult
12689,44,31,2,5,1,4,2,13,71.025,Fairly_Easy
12690,51,38,4,5,3,12,4,14,74.008,Fairly_Easy
12691,39,27,3,3,1,8,2,12,70.933,Fairly_Easy
12692,43,28,1,5,4,0,4,12,62.704,Plain_English
12693,28,19,2,3,2,1,2,7,72.519,Fairly_Easy
12694,17,12,1,3,0,5,1,5,80.895,Easy
12695,36,27,1,1,1,1,4,8,80.333,Easy
12696,48,29,6,3,0,0,4,17,52.09,Fairly_difficult
12697,25,18,1,3,2,0,3,7,80.2,Easy
12698,25,20,2,0,1,2,5,4,90.935,Very_Easy
12699,29,18,4,2,2,2,1,6,61.4,Plain_English
12700,46,33,4,1,1,3,7,5,72.16,Fairly_Easy
12701,27,18,2,2,1,1,3,6,70.8,Fairly_Easy
12702,29,19,3,1,1,1,4,4,68.066,Plain_English
12703,43,34,2,5,1,1,5,13,82.586,Easy
12704,41,27,5,3,1,0,2,13,64.666,Plain_English
12705,39,25,3,2,1,0,2,10,62.172,Plain_English
12706,29,20,1,2,1,0,2,11,74.015,Fairly_Easy
12707,27,16,2,3,3,1,3,5,55.953,Fairly_difficult
12708,60,41,4,2,1,0,11,11,62.223,Plain_English
12709,34,25,3,1,1,0,4,9,79.092,Very_Easy
12710,21,15,1,1,1,0,2,6,80.783,Easy
12711,50,32,3,3,5,0,5,10,58.408,Fairly_difficult
12712,35,20,5,3,2,1,3,9,48.635,Dificult
12713,42,27,4,3,1,0,4,11,61.533,Plain_English
12714,48,30,3,5,3,0,6,13,56.25,Fairly_difficult
12715,46,31,4,5,2,0,4,14,65.567,Plain_English
12716,11,8,0,2,0,0,1,3,86.45,Easy
12717,32,23,1,1,2,3,5,5,77.458,Fairly_Easy
12718,40,27,3,3,2,0,3,11,67.799,Plain_English
12719,23,18,1,2,1,3,3,4,89.6,Very_Easy
12720,14,10,0,2,0,0,3,4,83.32,Easy
12721,23,15,2,1,1,2,3,3,69.503,Very_Easy
12722,18,11,2,1,2,1,1,3,62.816,Plain_English
12723,19,13,1,0,1,1,3,3,76.591,Fairly_Easy
12724,38,24,2,3,2,0,3,9,60.705,Plain_English
12725,33,21,4,2,3,0,5,4,63.235,Plain_English
12726,41,30,1,5,4,0,3,11,75.99,Fairly_Easy
12727,25,15,2,2,2,1,3,8,58.223,Fairly_difficult
12728,28,18,3,2,2,1,4,5,66.1,Plain_English
12729,37,22,3,2,1,1,5,7,53.388,Fairly_difficult
12730,34,22,4,2,2,1,2,10,64.925,Plain_English
12731,17,6,3,1,2,0,1,2,-35.91,Very_Easy
12732,27,17,3,1,2,0,3,5,63.843,Plain_English
12733,29,15,3,1,1,1,1,9,35.663,Dificult
12734,50,29,7,4,4,5,3,14,46.255,Dificult
12735,46,29,3,5,4,0,3,11,57.924,Fairly_difficult
12736,15,10,0,2,1,2,2,2,74.86,Fairly_Easy
12737,43,21,7,3,1,1,3,12,22.949,very_difficult
12738,17,11,2,1,2,0,2,4,70.507,Fairly_Easy
12739,34,21,4,1,0,0,5,8,59.206,Very_Easy
12740,15,10,1,1,0,0,1,5,74.86,Fairly_Easy
12741,48,27,6,6,4,0,3,12,42.733,Dificult
12742,38,27,2,3,2,0,4,9,74.066,Fairly_Easy
12743,30,19,3,3,1,0,3,9,63.614,Plain_English
12744,18,13,0,2,0,2,2,6,83.099,Easy
12745,43,24,4,4,3,0,4,11,43.08,Dificult
12746,38,25,3,4,0,0,2,14,65.556,Plain_English
12747,40,25,2,5,3,0,4,10,58.787,Fairly_difficult
12748,38,26,2,4,2,0,3,12,69.994,Very_Easy
12749,25,16,3,0,1,1,4,3,66.528,Plain_English
12750,35,22,3,3,0,5,6,6,61.079,Plain_English
12751,10,7,1,0,0,1,1,2,82.425,Easy
12752,27,19,2,3,2,0,2,6,76.971,Fairly_Easy
12753,63,34,8,6,3,0,2,16,32.821,Dificult
12754,18,8,3,1,2,1,1,2,12.425,very_difficult
12755,39,27,0,5,2,0,2,14,70.933,Fairly_Easy
12756,26,23,0,2,0,0,2,9,99.528,Very_Easy
12757,35,26,1,2,2,1,1,11,79.755,Very_Easy
12758,24,20,1,3,0,0,2,10,95.165,Very_Easy
12759,38,29,2,2,1,0,4,10,81.262,Easy
12760,17,11,1,1,1,1,2,4,70.507,Fairly_Easy
12761,17,12,1,1,0,0,4,3,80.895,Easy
12762,20,15,1,1,3,0,3,3,86.423,Easy
12763,17,13,1,1,0,1,4,3,89.607,Very_Easy
12764,44,31,3,4,1,0,7,15,71.025,Fairly_Easy
12765,35,24,3,1,2,0,5,7,71.28,Fairly_Easy
12766,30,18,4,2,2,0,2,7,56.7,Fairly_difficult
12767,16,13,1,1,1,0,1,5,96.114,Very_Easy
12768,32,21,4,3,2,0,4,9,67.263,Plain_English
12769,52,28,7,2,2,0,5,10,35.511,Dificult
12770,53,33,3,4,0,1,7,15,54.215,Fairly_difficult
12771,31,18,5,2,0,5,4,7,52,Fairly_difficult
12772,6,5,0,0,0,0,1,1,102.778,Very_Easy
12773,46,32,4,4,2,1,5,14,68.983,Plain_English
12774,43,30,3,1,0,0,6,10,70.35,Fairly_Easy
12775,28,18,3,2,2,1,3,6,66.1,Plain_English
12776,52,36,4,5,3,3,5,14,66.365,Plain_English
12777,34,22,4,2,0,0,6,7,64.925,Plain_English
12778,59,35,9,3,4,0,4,11,46.461,Dificult
12779,31,21,2,3,2,1,4,6,71.292,Fairly_Easy
12780,36,20,6,3,1,1,1,9,44.405,Dificult
12781,25,17,1,1,1,1,2,8,73.796,Fairly_Easy
12782,45,31,3,6,2,0,7,11,68.296,Plain_English
12783,28,20,1,1,1,1,3,8,78.245,Fairly_Easy
12784,25,19,2,3,0,4,3,9,85.877,Easy
12785,13,9,1,0,0,0,3,2,80.068,Easy
12786,11,8,1,1,1,0,2,3,86.45,Easy
12787,40,22,3,1,0,1,5,7,41.852,Dificult
12788,30,20,1,1,1,1,2,6,69.785,Very_Easy
12789,32,23,1,2,1,5,4,7,77.458,Fairly_Easy
12790,22,16,0,2,1,0,2,6,82.39,Easy
12791,28,23,0,2,2,0,4,5,92.171,Very_Easy
12792,16,10,1,0,1,1,2,3,66.4,Plain_English
12793,25,16,1,1,0,1,4,5,66.528,Plain_English
12794,37,29,1,2,2,2,5,7,84.18,Easy
12795,55,40,3,6,4,0,4,17,70.21,Fairly_Easy
12796,41,19,6,2,3,0,3,6,14.635,very_difficult
12797,42,24,7,3,4,0,3,8,46.605,Dificult
12798,32,20,4,2,1,0,3,6,61.325,Plain_English
12799,38,24,5,3,3,0,3,9,60.705,Plain_English
12800,13,8,2,0,1,0,2,2,65.3,Plain_English
12801,16,12,1,0,3,1,1,2,87.945,Easy
12802,31,22,3,1,3,1,5,3,76.461,Fairly_Easy
12803,16,10,3,1,1,2,2,3,66.4,Plain_English
12804,19,16,1,1,2,1,4,3,98.253,Very_Easy
12805,35,26,2,1,1,1,6,6,79.755,Very_Easy
12806,37,21,4,2,1,0,5,7,47.12,Dificult
12807,34,22,3,3,3,0,4,6,64.925,Plain_English
12808,17,12,2,2,0,1,2,4,80.895,Easy
12809,28,15,3,2,4,0,1,7,41.303,Dificult
12810,15,11,1,0,1,1,1,1,85.889,Easy
12811,7,5,0,1,0,0,1,2,85.858,Easy
12812,35,19,4,2,1,1,5,5,41.35,Dificult
12813,16,10,1,1,1,0,1,5,66.4,Plain_English
12814,43,27,3,2,2,1,3,9,58.399,Fairly_difficult
12815,5,4,0,1,0,0,2,1,99.055,Very_Easy
12816,16,10,1,1,2,0,2,2,66.4,Plain_English
12817,35,22,2,1,1,3,4,6,61.079,Plain_English
12818,20,14,2,1,2,3,1,3,78.873,Fairly_Easy
12819,14,12,0,0,0,4,2,3,102.045,Very_Easy
12820,28,23,0,3,1,3,7,6,92.171,Very_Easy
12821,36,22,3,3,2,0,1,11,57.234,Fairly_difficult
12822,23,14,2,1,2,1,1,5,60.744,Plain_English
12823,23,15,2,4,1,0,1,10,69.503,Very_Easy
12824,13,8,1,1,3,0,1,3,65.3,Plain_English
12825,26,15,3,2,4,0,3,5,52.583,Fairly_difficult
12826,6,4,0,1,0,0,1,2,77.905,Fairly_Easy
12827,17,12,0,1,0,0,1,5,80.895,Easy
12828,15,10,0,0,0,0,2,4,74.86,Fairly_Easy
12829,24,16,2,1,0,0,2,6,71.815,Fairly_Easy
12830,28,17,2,2,1,1,3,6,58.866,Fairly_difficult
12831,18,12,1,1,1,0,2,5,73.845,Fairly_Easy
12832,41,21,7,4,1,6,4,8,31.006,Dificult
12833,42,29,1,3,3,0,4,12,69.593,Very_Easy
12834,44,31,3,3,2,2,5,8,71.025,Fairly_Easy
12835,50,33,2,5,2,5,5,12,61.906,Plain_English
12836,14,10,1,1,1,0,2,3,83.32,Easy
12837,59,32,8,4,2,0,4,14,34.614,Dificult
12838,39,24,4,3,1,0,9,8,57.18,Fairly_difficult
12839,23,11,4,0,0,3,3,1,24.362,very_difficult
12840,39,20,7,1,0,2,4,6,31.715,Dificult
12841,19,14,2,0,0,0,4,2,84.916,Easy
12842,40,23,7,2,0,2,6,8,48.032,Dificult
12843,10,9,0,0,0,0,3,1,108.268,Very_Easy
12844,20,12,3,1,1,1,3,2,59.745,Very_Easy
12845,33,20,3,4,0,0,2,12,57.095,Fairly_difficult
12846,30,19,4,2,3,0,4,4,63.614,Plain_English
12847,28,14,4,2,2,2,2,3,30.53,Dificult
12848,37,20,4,2,1,1,5,5,40.175,Dificult
12849,27,14,4,1,3,2,2,3,36.573,Dificult
12850,41,23,5,2,5,1,3,5,44.354,Dificult
12851,42,26,4,5,3,0,2,15,56.978,Fairly_difficult
12852,28,18,3,3,3,0,4,5,66.1,Plain_English
12853,39,21,6,4,3,1,3,8,39.063,Dificult
12854,43,26,3,5,3,0,4,12,53.725,Fairly_difficult
12855,48,29,8,6,2,1,2,16,52.09,Fairly_difficult
12856,47,27,6,3,0,0,6,10,45.866,Dificult
12857,25,16,3,1,1,1,5,2,66.528,Plain_English
12858,10,9,0,1,1,1,2,1,108.268,Very_Easy
12859,22,16,2,0,0,1,5,2,82.39,Easy
12860,10,9,0,2,1,3,3,0,108.268,Very_Easy
12861,30,22,2,1,1,1,5,4,80.306,Easy
12862,13,7,2,0,0,2,2,1,46.168,Dificult
12863,9,9,0,0,0,1,2,0,117.668,Very_Easy
